content,category,is_active,needs_reindex
"[djezzy_roaming.csv] company: Djezzy | offer_category: Roaming | country_zone: Tunisia | package_type: Internet Only | data_volume_go: 3 | voice_minutes_djezzy: 0 | sms_count: 0 | validity_days: 7 | price_dzd: 500 | activation_ussd: *720*11# | consultation_ussd: *720# | call_center_algeria: 777 | call_center_from_abroad: 213770850777 | first_call_rule: First call must be made in Algeria | international_call_format: Use +213 before Algerian number | activation_methods: USSD, Mobile App, Call Center, Physical Store",djezzy_roaming,true,true
"Découvrez notre offre de roaming à la hauteur de vos besoins en Tunisie, avec 3 Go de data internet, valable 7 jours, pour un prix très compétitif de 500 DA, ce qui représente un bon rapport qualité-prix. Vous pouvez l'activer via USSD en composant *720*11#, ou encore via notre application mobile, par appel au centre d'appel ou en vous rendant dans un de nos magasins. N'oubliez pas de composer le +213 avant de joindre un numéro algérien à l'étranger.",djezzy_roaming,true,true
"Pour un séjour en Tunisie, nous vous proposons une formule de roaming internet avec 3 Go de trafic data, d'une durée de validité de 7 jours, pour un coût de 500 DA, offrant ainsi un bon rapport qualité-prix. Vous pouvez souscrire à ce forfait en utilisant le code USSD *720*11#, ou bien en passant par notre application mobile, en contactant le centre d'appel au 777 depuis l'Algérie ou au 213770850777 depuis l'étranger, ou en vous rendant dans l'un de nos points de vente. Il est important de noter que votre première appel doit être passé depuis l'Algérie.",djezzy_roaming,true,true
"[djezzy_roaming.csv] company: Djezzy | offer_category: Roaming | country_zone: Tunisia | package_type: Internet Only | data_volume_go: 8 | voice_minutes_djezzy: 0 | sms_count: 0 | validity_days: 15 | price_dzd: 1000 | activation_ussd: *720*11# | consultation_ussd: *720# | call_center_algeria: 777 | call_center_from_abroad: 213770850777 | first_call_rule: First call must be made in Algeria | international_call_format: Use +213 before Algerian number | activation_methods: USSD, Mobile App, Call Center, Physical Store",djezzy_roaming,true,true
"Découvrez notre offre de roaming à la hauteur de vos attentes à Tunisie, avec 8 Go de data, valable pendant 15 jours, et cela pour un prix premium de 1000 DA. Vous pouvez l'activer via l'USSD en composant *720*11#, ou encore via notre application mobile, par téléphone au 777 depuis l'Algérie ou au 213770850777 depuis l'étranger, ou en vous rendant dans l'un de nos magasins. N'oubliez pas que votre premier appel doit être effectué en Algérie et n'hésitez pas à utiliser le +213 pour vos appels internationaux.",djezzy_roaming,true,true
"Nous vous proposons une offre de roaming haut de gamme pour votre séjour en Tunisie, comprenant 8 Go de data internet, valable 15 jours, pour un coût de 1000 DA. Vous pouvez souscrire à cette offre en utilisant le code USSD *720*11#, via notre application mobile, en contactant notre centre d'appel au 777 si vous êtes en Algérie ou au 213770850777 si vous êtes à l'étranger, ou en visitant l'un de nos magasins physiques. Il est important de noter que votre première communication doit être établie depuis l'Algérie et de préfixer vos appels internationaux par +213.",djezzy_roaming,true,true
"[djezzy_roaming.csv] company: Djezzy | offer_category: Roaming | country_zone: Tunisia | package_type: Internet Only | data_volume_go: 20 | voice_minutes_djezzy: 0 | sms_count: 0 | validity_days: 30 | price_dzd: 2000 | activation_ussd: *720*11# | consultation_ussd: *720# | call_center_algeria: 777 | call_center_from_abroad: 213770850777 | first_call_rule: First call must be made in Algeria | international_call_format: Use +213 before Algerian number | activation_methods: USSD, Mobile App, Call Center, Physical Store",djezzy_roaming,true,true
"Découvrez notre offre de roaming haut de gamme pour la Tunisie, avec 20 Go de data, valable 30 jours, pour un prix de 2000 DA. Vous pouvez l'activer via USSD en composant *720*11#, ou via notre application mobile, notre centre d'appel au 777, ou en vous rendant dans nos boutiques physiques. N'oubliez pas que votre première appel doit être effectué en Algérie et que vous devez ajouter +213 avant de composer le numéro algérien. Avec cette offre, vous bénéficiez d'un gros volume de data pour rester connecté lors de vos déplacements.",djezzy_roaming,true,true
"Pour un séjour en Tunisie, nous vous proposons une offre de roaming premium avec 20 Go de data, une validité de 30 jours et un coût de 2000 DA. Vous pouvez souscrire à cette offre en utilisant le code USSD *720*11#, en passant par notre application mobile, en contactant notre centre d'appel au 777 ou en vous rendant dans l'une de nos boutiques. Il est important de noter que votre premier appel doit être passé depuis l'Algérie et que vous devez composer +213 avant de joindre un numéro algérien. Avec cette offre, vous disposez d'un volume de data généreux pour rester en ligne pendant vos voyages.",djezzy_roaming,true,true
"[djezzy_roaming.csv] company: Djezzy | offer_category: Roaming | country_zone: Tunisia | package_type: Internet + Voice | data_volume_go: 5 | voice_minutes_djezzy: 30 | sms_count: 10 | validity_days: 7 | price_dzd: 1000 | activation_ussd: *720*11# | consultation_ussd: *720# | call_center_algeria: 777 | call_center_from_abroad: 213770850777 | first_call_rule: First call must be made in Algeria | international_call_format: Use +213 before Algerian number | activation_methods: USSD, Mobile App, Call Center, Physical Store",djezzy_roaming,true,true
